<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170815,000000,14.7000000,14.7700000,14.4400000,14.6000000,7326494
20170816,000000,14.6900000,14.7750000,14.5500000,14.5800000,6455759
20170817,000000,14.5000000,14.5000000,14.0750000,14.1650000,12994589
20170818,000000,13.8800000,14.1400000,13.7550000,14.1350000,14006384
20170821,000000,14.0500000,14.1250000,13.7300000,13.7850000,10665528
20170822,000000,13.8200000,13.8900000,13.6950000,13.7550000,9581589
20170823,000000,13.8100000,14.0300000,13.6750000,13.8200000,9619840
20170824,000000,13.8450000,13.9000000,13.6900000,13.8050000,7817053
20170825,000000,13.8500000,14.0000000,13.7700000,13.8000000,6719999
20170828,000000,13.7400000,13.8250000,13.6950000,13.7300000,4089307
20170829,000000,13.6200000,13.6200000,13.2900000,13.3200000,12875585
20170830,000000,13.4900000,13.5650000,13.3450000,13.4450000,6228980
20170831,000000,13.5000000,13.6400000,13.4150000,13.4800000,7767894
20170901,000000,13.5300000,13.5950000,13.1950000,13.5350000,11482883
20170904,000000,13.4000000,13.5250000,13.3750000,13.4750000,4787100
20170905,000000,13.4950000,13.5000000,13.2050000,13.2450000,8400982
20170906,000000,13.1850000,13.4750000,13.1100000,13.3900000,9947873
20170907,000000,13.5250000,13.5900000,13.2550000,13.2900000,12203948
20170908,000000,13.2000000,13.4750000,13.1500000,13.3350000,7846424
20170911,000000,13.4950000,13.6850000,13.4700000,13.6550000,8720478
20170912,000000,13.8600000,14.2650000,13.8100000,14.1650000,15203265
20170913,000000,14.1700000,14.2850000,14.1250000,14.1900000,7327435
20170914,000000,14.0900000,14.2450000,13.9750000,14.0750000,10128749
20170915,000000,14.0000000,14.0550000,13.8250000,13.8700000,18918363
20170918,000000,13.9700000,13.9950000,13.8000000,13.8650000,7072244
20170919,000000,13.8550000,13.9100000,13.7100000,13.8200000,5698013
20170920,000000,13.7450000,13.7700000,13.5050000,13.5850000,11873214
20170921,000000,13.7800000,14.1050000,13.7600000,13.9250000,15918271
20170922,000000,13.9700000,13.9850000,13.8050000,13.9200000,7109448
20170925,000000,13.8700000,13.8950000,13.6400000,13.6800000,8462602
20170926,000000,13.5800000,13.7800000,13.5600000,13.6200000,7278092
20170927,000000,13.7000000,14.0150000,13.6850000,13.9800000,10669482
20170928,000000,14.1200000,14.6300000,14.1200000,14.3300000,17704416
20170929,000000,14.3700000,14.6400000,14.2750000,14.5850000,11778133
20171002,000000,14.7000000,14.7650000,14.3750000,14.4900000,9727552
20171004,000000,14.5100000,14.5100000,14.1550000,14.3500000,11334247
20171005,000000,14.2450000,14.6750000,14.2200000,14.6650000,9029203
20171006,000000,14.7300000,14.7700000,14.5900000,14.6900000,8878903
20171009,000000,14.7100000,14.7850000,14.4050000,14.4250000,7665959
20171010,000000,14.3900000,14.4600000,14.2300000,14.3000000,8384477
20171011,000000,14.4500000,14.4850000,14.2100000,14.2950000,7079550
20171012,000000,14.3150000,14.3200000,14.1100000,14.1800000,7472592
20171013,000000,14.1850000,14.2400000,13.9550000,14.0150000,10512810
20171016,000000,14.0850000,14.2350000,13.9850000,14.1000000,6997429
20171017,000000,14.1700000,14.3150000,14.1100000,14.2650000,6775566
20171018,000000,14.2450000,14.4100000,14.1950000,14.3600000,6135475
20171019,000000,14.4000000,14.4900000,14.1400000,14.1950000,7133502
20171020,000000,14.3000000,14.4300000,14.2450000,14.3800000,7578111
20171023,000000,14.3750000,14.4150000,14.2000000,14.2500000,7181388
20171024,000000,14.2000000,14.7450000,14.2000000,14.6350000,16714460
20171025,000000,14.6850000,14.8150000,14.4800000,14.5200000,15207912
20171026,000000,14.4500000,14.4650000,14.1050000,14.4000000,21217517
20171027,000000,14.4850000,14.5450000,14.1250000,14.2000000,15778257
20171030,000000,14.1400000,14.2000000,13.9300000,13.9600000,11476652
20171101,000000,14.0100000,14.1750000,13.8250000,14.1700000,15382096
20171102,000000,14.2000000,14.6150000,14.1750000,14.6050000,18604622
20171103,000000,14.6450000,14.7350000,14.4300000,14.4800000,16115521
20171106,000000,14.4650000,14.5150000,14.2550000,14.5000000,11354995
20171107,000000,14.6000000,14.7150000,14.4950000,14.5700000,12307752
20171108,000000,14.4600000,14.7200000,14.3200000,14.7150000,15750124
20171109,000000,14.7400000,15.0600000,14.7200000,14.9850000,19857675
20171110,000000,14.9900000,15.5300000,14.9900000,15.4300000,21400998
20171113,000000,15.4700000,15.6700000,15.2600000,15.3950000,16464311
20171114,000000,15.5400000,15.6750000,15.3400000,15.4350000,13569774
20171115,000000,15.3250000,15.8300000,14.9750000,15.7600000,27929260
20171116,000000,15.8800000,16.2200000,15.8450000,16.1500000,17610042
20171117,000000,16.2000000,16.3850000,16.0500000,16.2050000,13891337
20171120,000000,16.0300000,16.4400000,16.0100000,16.3450000,12925348
20171121,000000,16.3200000,16.4350000,16.2450000,16.2700000,12050923
20171122,000000,16.2450000,16.3100000,16.0450000,16.0550000,8536400
20171123,000000,15.9500000,16.0650000,15.8000000,15.9800000,8448487
20171124,000000,15.9850000,16.2200000,15.9600000,16.0550000,7976857
20171127,000000,16.0000000,16.1450000,15.7200000,15.7300000,8476483
20171128,000000,15.7350000,15.8100000,15.5050000,15.6950000,10080847
20171129,000000,15.9500000,16.1000000,15.8850000,16.0550000,10072855
20171130,000000,16.0500000,16.1950000,15.8900000,15.9150000,9544006
20171201,000000,15.8450000,16.0700000,15.6550000,15.7600000,11830248
20171204,000000,16.1450000,16.1950000,15.9800000,16.1100000,8160707
20171205,000000,16.1700000,16.1950000,15.8300000,15.9600000,9082940
20171206,000000,15.8000000,15.8250000,15.6550000,15.7700000,9644476
20171207,000000,15.7500000,15.9550000,15.6600000,15.9450000,7016252
20171208,000000,16.0950000,16.5750000,16.0850000,16.4700000,20761042
20171211,000000,16.5400000,16.5600000,16.3050000,16.3600000,8013583
20171212,000000,16.4300000,16.5150000,16.2200000,16.4900000,7183708
20171213,000000,16.4500000,16.5950000,16.3550000,16.5050000,7979380
20171214,000000,16.4600000,16.5650000,16.3350000,16.4250000,9536940
20171215,000000,16.3000000,16.5800000,16.1850000,16.5550000,18979339
20171218,000000,16.6450000,17.1250000,16.6000000,17.1250000,16450397
20171219,000000,17.0500000,17.1000000,16.8050000,16.8250000,9416346
20171220,000000,16.8600000,16.9500000,16.6050000,16.6350000,8237798
20171221,000000,16.6000000,16.6250000,16.3050000,16.5350000,9348282
20171222,000000,16.5000000,16.5900000,16.3150000,16.3300000,6847236
20171227,000000,16.2700000,16.3500000,16.0650000,16.0800000,5340455
20171228,000000,16.0000000,16.1200000,15.8900000,15.9200000,5112478
20171229,000000,15.9650000,15.9800000,15.8250000,15.8750000,5592819
20180102,000000,16.0340000,16.0880000,15.7800000,15.9240000,10756461
20180103,000000,16.0700000,16.0780000,15.8120000,15.9120000,13452565
20180104,000000,15.9700000,16.3580000,15.8840000,16.3100000,14148922
20180105,000000,16.4000000,16.4560000,15.4320000,15.5000000,26687308
20180108,000000,15.5000000,15.5200000,15.1060000,15.3160000,19371016
20180109,000000,15.3200000,15.3220000,15.0000000,15.1200000,14854435
20180110,000000,15.1400000,15.5580000,15.1240000,15.5480000,20024127
20180111,000000,15.5500000,15.5640000,15.2940000,15.3380000,17062102
20180112,000000,15.4700000,15.4740000,15.1240000,15.2680000,11914547
20180115,000000,15.2900000,15.3980000,15.1900000,15.3500000,6528950
20180116,000000,15.3800000,15.4200000,15.1520000,15.2060000,8439326
20180117,000000,15.1500000,15.2080000,14.9660000,15.0860000,9659979
20180118,000000,15.1500000,15.2580000,15.0260000,15.1920000,9595456
20180119,000000,15.1500000,15.3440000,15.1280000,15.3000000,10901642
20180122,000000,15.3480000,15.8320000,15.2400000,15.7740000,16860096
20180123,000000,15.8340000,16.0160000,15.7220000,15.8500000,14495046
20180124,000000,15.9440000,16.2100000,15.7840000,15.9100000,11992083
20180125,000000,15.8500000,16.0160000,15.7240000,15.8140000,11110677
20180126,000000,15.7500000,15.8800000,15.6200000,15.6780000,7353487
20180129,000000,15.7440000,15.7880000,15.4680000,15.5240000,8846965
20180130,000000,15.2700000,15.3260000,14.8000000,14.8120000,17352835
20180131,000000,14.8540000,14.9920000,14.7760000,14.7940000,12621399
20180201,000000,14.9140000,15.0400000,14.6520000,14.7640000,14298031
20180202,000000,14.1500000,14.2560000,13.7260000,13.9100000,35178848
20180205,000000,13.7500000,14.1140000,13.6200000,13.6260000,17710530
20180206,000000,13.2000000,13.4860000,13.0560000,13.1440000,27059204
20180207,000000,13.2940000,13.2940000,12.6320000,13.1220000,32001816
20180208,000000,13.1500000,13.4840000,12.7000000,12.7120000,21247411
20180209,000000,12.7700000,12.9320000,12.3700000,12.4620000,29301490
20180212,000000,12.7760000,13.2340000,12.6600000,13.0240000,24435437
20180213,000000,13.0480000,13.1400000,12.8400000,12.8520000,12255730
20180214,000000,12.9900000,13.0080000,12.7060000,12.9840000,18229154
20180215,000000,13.1000000,13.3220000,12.7960000,12.8920000,15143134
20180216,000000,12.9800000,13.0600000,12.7400000,12.9100000,13560804
20180219,000000,13.0800000,13.3240000,13.0440000,13.1800000,9906041
20180220,000000,13.2320000,13.3740000,13.1040000,13.3700000,10001946
20180221,000000,13.3680000,13.6220000,13.3040000,13.5940000,11471431
20180222,000000,13.4800000,13.6420000,13.2860000,13.4740000,9351327
20180223,000000,13.4940000,13.5100000,13.2760000,13.2880000,6054943
20180226,000000,13.3820000,13.4480000,13.2860000,13.3300000,6229375
20180227,000000,13.3220000,13.4700000,13.2660000,13.4260000,7166863
20180228,000000,13.3700000,13.4980000,13.1900000,13.2080000,6673738
20180301,000000,13.1000000,13.1380000,12.8540000,12.9380000,12678056
20180302,000000,12.7740000,12.8180000,12.5060000,12.5760000,14854877
20180305,000000,12.5000000,12.8880000,12.5000000,12.8700000,12853835
20180306,000000,12.9780000,13.0760000,12.8400000,12.8520000,10438346
20180307,000000,12.8300000,13.1720000,12.7500000,13.1720000,8640497
20180308,000000,13.1360000,13.1740000,12.8720000,13.1140000,9203528
20180309,000000,13.0720000,13.1500000,12.9740000,13.0260000,7826483
20180312,000000,13.1840000,13.2560000,12.9980000,13.0560000,7529296
20180313,000000,13.0600000,13.1900000,12.7740000,12.8020000,9616146
20180314,000000,12.8000000,12.8980000,12.6100000,12.6880000,8252896
20180315,000000,12.8780000,12.8860000,12.6500000,12.7940000,7913222
20180316,000000,12.8000000,12.9260000,12.7220000,12.8520000,13530177
20180319,000000,12.7800000,12.8780000,12.5180000,12.5520000,8706799
20180320,000000,12.6420000,12.7520000,12.6060000,12.6840000,6600601
20180321,000000,12.7500000,12.7500000,11.7760000,12.0440000,30378870
20180322,000000,11.9000000,11.9320000,11.5220000,11.6400000,21587752
20180323,000000,11.5000000,11.5060000,10.9980000,11.3100000,28416793
20180326,000000,11.3900000,11.3900000,11.0760000,11.1880000,14410742
20180327,000000,11.5000000,11.5780000,11.1980000,11.3380000,15084829
20180328,000000,11.1500000,11.2840000,11.0680000,11.1560000,14213475
20180329,000000,11.2440000,11.3900000,11.2020000,11.3600000,12586980
20180403,000000,11.1920000,11.2720000,11.0000000,11.1760000,11276741
20180404,000000,11.0800000,11.2260000,10.8240000,11.1660000,16634423
20180405,000000,11.3620000,11.7140000,11.3540000,11.6740000,14991658
20180406,000000,11.5300000,11.5500000,11.3160000,11.3500000,11252058
20180409,000000,11.8460000,11.8840000,11.4200000,11.4700000,16149426
20180410,000000,11.5500000,11.5920000,11.3160000,11.4220000,12250559
20180411,000000,11.4400000,11.6200000,11.3700000,11.4980000,10169473
20180412,000000,11.4800000,11.7120000,11.4380000,11.6560000,6873275
20180413,000000,11.7020000,11.9380000,11.6260000,11.6820000,10738484
20180416,000000,11.7580000,11.7940000,11.5600000,11.6100000,7270095
20180417,000000,11.6180000,11.7180000,11.5920000,11.6840000,7554890
20180418,000000,11.6800000,11.7820000,11.6240000,11.7360000,6045054
20180419,000000,11.6900000,11.7460000,11.5800000,11.6900000,6811381
20180420,000000,11.6420000,11.6900000,11.4700000,11.5780000,11440557
20180423,000000,11.5780000,11.7340000,11.4980000,11.7080000,7513318
20180424,000000,11.6900000,12.2080000,11.6500000,12.1900000,16965282
20180425,000000,12.0380000,12.0640000,11.7560000,12.0060000,14017441
20180426,000000,11.5800000,12.1980000,11.4820000,11.8420000,22384905
20180427,000000,11.8980000,11.8980000,11.2620000,11.3920000,20535333
20180430,000000,11.4500000,11.5240000,11.3100000,11.3480000,7462179
20180502,000000,11.3620000,11.5040000,11.3020000,11.4480000,9261958
20180503,000000,11.4000000,11.6300000,11.2840000,11.3040000,11278312
20180504,000000,11.2500000,11.5440000,11.2340000,11.5300000,8811229
20180507,000000,11.5460000,11.5660000,11.3880000,11.5280000,7155753
20180508,000000,11.5220000,11.6360000,11.3120000,11.4520000,8754285
20180509,000000,11.4100000,11.6000000,11.4100000,11.5460000,6583803
20180510,000000,11.6100000,11.6660000,11.4600000,11.6280000,4821720
20180511,000000,11.6000000,11.7100000,11.5840000,11.6440000,5981867
20180514,000000,11.6100000,11.7160000,11.4100000,11.4800000,9251934
20180515,000000,11.3740000,11.4000000,11.1820000,11.2940000,13533409
20180516,000000,11.2300000,11.2540000,10.9160000,10.9500000,17513706
20180517,000000,10.9940000,11.1120000,10.9100000,11.0240000,9467897
20180518,000000,11.0420000,11.1320000,10.8060000,10.8200000,15375787
20180522,000000,10.8220000,11.0160000,10.7860000,11.0060000,13091018
20180523,000000,11.0300000,11.0300000,10.7480000,10.8860000,15142183
20180524,000000,10.9000000,10.9940000,10.1860000,10.3600000,34088496
20180525,000000,10.4000000,10.5380000,10.2640000,10.3660000,19017335
20180528,000000,10.4980000,10.5200000,10.2460000,10.3060000,11839124
20180529,000000,10.1940000,10.2060000,9.7050000,9.9060000,33151898
20180607,000000,9.7040000,9.7080000,9.6210000,9.6400000,3514757
20180614,000000,9.6580000,9.7400000,9.6060000,9.6740000,10872856
20180615,000000,9.7300000,9.7300000,9.3120000,9.5120000,27038232
20180618,000000,9.4400000,9.6760000,9.4120000,9.4680000,12637575
20180619,000000,9.3000000,9.6400000,9.2620000,9.5830000,14596284
20180620,000000,9.6750000,9.7230000,9.5540000,9.6030000,13606494
20180621,000000,9.5850000,9.6430000,9.3270000,9.3650000,15656919
20180622,000000,9.4000000,9.5900000,9.3920000,9.5090000,8180769
20180625,000000,9.3920000,9.4110000,9.2390000,9.2610000,10526073
20180626,000000,9.2770000,9.3110000,9.1510000,9.2180000,6091248
20180627,000000,9.1900000,9.2020000,8.7550000,9.0290000,28753018
20180628,000000,9.0000000,9.1080000,8.8800000,9.0600000,14185852
20180629,000000,9.1000000,9.4530000,9.0680000,9.2150000,20765724
20180702,000000,9.0710000,9.2100000,8.9130000,9.1420000,14018946
20180703,000000,9.1510000,9.3370000,9.0570000,9.2570000,10944288
20180704,000000,9.2360000,9.3490000,9.2050000,9.3200000,7338392
20180705,000000,9.3500000,9.6920000,9.3500000,9.5430000,17087698
20180706,000000,9.5600000,10.1200000,9.5150000,9.7670000,33284661
20180709,000000,9.8540000,9.8670000,9.6580000,9.7920000,8345180
20180710,000000,9.8480000,9.8970000,9.6870000,9.7550000,12252355
20180711,000000,9.6550000,9.6670000,9.5380000,9.5740000,12187756
20180712,000000,9.6130000,9.6440000,9.4510000,9.5500000,9607675
20180713,000000,9.6000000,9.7440000,9.4570000,9.6360000,15076316
20180716,000000,9.6300000,10.4980000,9.5390000,10.2940000,37424595
20180717,000000,10.4380000,10.4840000,10.0600000,10.1560000,18425208
20180718,000000,10.2180000,10.3900000,10.0240000,10.3560000,11038645
20180719,000000,10.3440000,10.4680000,10.2480000,10.2920000,9730071
20180720,000000,10.3000000,10.3720000,10.1000000,10.2560000,13822200
20180723,000000,10.2900000,10.4220000,10.2260000,10.3640000,7575297
20180724,000000,10.4500000,10.5260000,10.3680000,10.5000000,10329405
20180725,000000,10.5120000,10.5140000,10.2200000,10.2780000,10844619
20180726,000000,10.3300000,10.5800000,10.2900000,10.5440000,11845029
20180727,000000,10.5700000,10.6560000,10.5420000,10.6380000,9520057
20180730,000000,10.6400000,10.9920000,10.6400000,10.9300000,11636725
20180731,000000,10.9920000,11.2840000,10.9860000,11.2060000,17034887
20180801,000000,11.2500000,11.2560000,10.9680000,11.1140000,9198623
20180802,000000,11.0000000,11.0020000,10.6120000,10.7340000,12546176
20180803,000000,10.7700000,10.8760000,10.6220000,10.7560000,7460708
20180806,000000,10.8800000,10.8800000,10.6960000,10.7520000,6913490
20180807,000000,10.8620000,10.9740000,10.8420000,10.9440000,7208244
20180808,000000,10.9000000,10.9640000,10.7640000,10.7780000,9583716
20180809,000000,10.7100000,10.7940000,10.6320000,10.7260000,5816609
20180810,000000,10.4800000,10.4980000,10.1320000,10.3120000,22004425
20180813,000000,9.9980000,10.2400000,9.9490000,10.1000000,15848909
20180814,000000,10.2000000,10.2920000,9.9900000,10.0380000,9902600
20180815,000000,10.1280000,10.2060000,9.7400000,9.7720000,14802433
20180816,000000,9.9500000,9.9740000,9.7970000,9.9080000,8194198
20180817,000000,9.9060000,9.9060000,9.6610000,9.7420000,10789310
20180820,000000,9.8230000,9.8960000,9.7050000,9.7720000,6568400
20180821,000000,9.7510000,9.9630000,9.7280000,9.9380000,7837365
20180822,000000,9.9200000,10.0980000,9.8950000,9.9740000,7915478
20180823,000000,9.9230000,9.9570000,9.7240000,9.8510000,7546437
20180824,000000,9.8350000,9.9630000,9.7650000,9.8040000,5783998
20180827,000000,9.8840000,10.0460000,9.7970000,10.0380000,6367159
20180828,000000,10.0500000,10.1000000,9.8810000,9.8900000,7531186
20180829,000000,9.8820000,9.9910000,9.8170000,9.9870000,6991012
20180830,000000,9.9470000,9.9640000,9.7680000,9.8150000,7853132
20180831,000000,9.7600000,9.7800000,9.6180000,9.6760000,7972785
20180903,000000,9.6800000,9.7810000,9.6580000,9.7810000,7269455
20180904,000000,9.8270000,9.9330000,9.6990000,9.8380000,10236214
20180905,000000,9.8200000,10.0800000,9.7980000,9.8700000,12413576
20180906,000000,9.8420000,9.9400000,9.7470000,9.7660000,9753962
20180907,000000,9.7580000,9.8130000,9.4530000,9.6260000,16271320
20180910,000000,9.6040000,9.7200000,9.5240000,9.5810000,9617448
20180911,000000,9.5980000,9.6860000,9.4620000,9.6280000,13420340
20180912,000000,9.6850000,9.6900000,9.4540000,9.5370000,9732389
20180913,000000,9.5620000,9.8460000,9.5410000,9.7100000,12295290
20180914,000000,9.7910000,9.8370000,9.6200000,9.7970000,10147539
20180917,000000,9.7400000,9.8860000,9.7150000,9.8800000,7461916
20180918,000000,9.8780000,9.9620000,9.7920000,9.9110000,7399749
20180919,000000,9.9390000,10.2140000,9.9260000,10.1940000,12629188
20180920,000000,10.2000000,10.4440000,10.1920000,10.3920000,13227991
20180921,000000,10.4680000,10.6260000,10.3400000,10.5300000,22618743
20180924,000000,10.4900000,10.6080000,10.3960000,10.4620000,9689073
20180925,000000,10.4420000,10.5680000,10.3680000,10.3880000,7537297
20180926,000000,10.3800000,10.3800000,10.1860000,10.2400000,6413325
20180927,000000,10.1320000,10.2440000,10.0200000,10.1900000,8818815
20180928,000000,10.1040000,10.1180000,9.7260000,9.8400000,16898603
20181001,000000,9.7850000,9.8460000,9.6740000,9.7080000,9438207
20181002,000000,9.6880000,9.7300000,9.5020000,9.5860000,11098838
20181004,000000,9.7020000,9.8840000,9.6470000,9.7530000,12214253
20181005,000000,9.7610000,9.9380000,9.6930000,9.7130000,10035974
20181008,000000,9.6630000,9.6710000,9.4670000,9.5440000,9004846
20181009,000000,9.6100000,9.6440000,9.4220000,9.6160000,7612131
20181010,000000,9.5910000,9.8370000,9.5330000,9.6330000,9600828
20181011,000000,9.4200000,9.6500000,9.3710000,9.4600000,14029332
20181012,000000,9.5420000,9.6080000,9.3390000,9.3840000,8099046
20181015,000000,9.3700000,9.5520000,9.3420000,9.5250000,6692238
20181016,000000,9.5550000,9.6780000,9.5340000,9.6550000,8172855
20181017,000000,9.6800000,9.8340000,9.6700000,9.7900000,8911293
20181018,000000,9.8200000,9.9710000,9.5920000,9.6030000,8867361
20181019,000000,9.6000000,9.6000000,9.4010000,9.4780000,13772284
20181022,000000,9.6070000,9.6900000,9.3700000,9.3890000,8389067
20181023,000000,9.3100000,9.3990000,9.2040000,9.3500000,10218535
20181024,000000,9.3070000,9.3080000,8.8310000,8.8370000,21659310
20181025,000000,8.7630000,8.9680000,8.6360000,8.8180000,16856983
20181026,000000,8.7110000,8.7140000,8.4190000,8.5000000,16349039
20181029,000000,8.5340000,8.7070000,8.5200000,8.5740000,9365631
20181030,000000,8.6410000,8.7010000,8.5090000,8.5920000,8801293
20181031,000000,8.7300000,8.7460000,8.6010000,8.6650000,8158743
20181101,000000,8.6400000,8.9990000,8.5820000,8.9130000,15957488
20181102,000000,9.0900000,9.2690000,9.0670000,9.2140000,15931386
20181105,000000,9.2110000,9.2570000,9.0840000,9.1810000,6554862
20181106,000000,9.2010000,9.2080000,9.0040000,9.0660000,6375617
20181107,000000,9.1290000,9.2990000,9.1280000,9.1910000,8431788
20181108,000000,9.2100000,9.3670000,9.1270000,9.1270000,8578077
20181109,000000,9.0820000,9.0960000,8.8820000,8.9660000,9910179
20181112,000000,8.9810000,9.0290000,8.6540000,8.6830000,8418761
20181113,000000,8.6820000,8.8340000,8.6220000,8.8170000,7697070
20181114,000000,8.7420000,8.8860000,8.6230000,8.7340000,6530391
20181115,000000,8.7500000,8.8460000,8.5330000,8.6070000,9249838
20181116,000000,8.6780000,8.7220000,8.5180000,8.6110000,9420529
20181119,000000,8.6040000,8.7340000,8.5060000,8.5700000,6843813
20181120,000000,8.5000000,8.5100000,8.0540000,8.1750000,21181665
20181121,000000,8.2210000,8.3290000,8.1420000,8.3180000,8509452
20181122,000000,8.2740000,8.3090000,8.1360000,8.2470000,6361632
20181123,000000,8.2070000,8.3040000,8.1380000,8.1780000,7196345
20181126,000000,8.2500000,8.5710000,8.2500000,8.5610000,9970055
20181127,000000,8.5950000,8.7170000,8.5300000,8.6680000,6627551
20181128,000000,8.6990000,8.7520000,8.5440000,8.5780000,6256975
20181129,000000,8.6450000,8.7230000,8.1720000,8.2900000,18397220
20181130,000000,8.2800000,8.2800000,7.9930000,8.0420000,15311779
20181203,000000,8.2990000,8.4130000,8.2020000,8.3050000,10028269
20181204,000000,8.2650000,8.2990000,8.0500000,8.0780000,7673419
20181205,000000,8.0000000,8.1630000,7.8690000,8.0750000,10639438
20181206,000000,7.9210000,7.9400000,7.6700000,7.6760000,19552454
20181207,000000,7.7810000,7.8780000,7.7040000,7.7330000,10757084
20181210,000000,7.7030000,7.7900000,7.2400000,7.2740000,17843965
20181211,000000,7.3710000,7.5670000,7.2720000,7.4620000,11631871
20181212,000000,7.4760000,7.9120000,7.3920000,7.8890000,18058684
20181213,000000,8.0010000,8.2240000,7.7710000,7.8340000,14341985
20181214,000000,7.7400000,7.8660000,7.5720000,7.8410000,8219155
20181217,000000,7.8230000,7.8890000,7.6030000,7.6790000,9012160
20181218,000000,7.6170000,7.7660000,7.5830000,7.6520000,8596718
20181219,000000,7.7010000,7.7850000,7.5150000,7.5440000,8354685
20181220,000000,7.4000000,7.4000000,6.9940000,7.0130000,21526583
20181221,000000,7.0000000,7.1000000,6.8420000,7.0390000,23029239
20181227,000000,7.1000000,7.1300000,6.6780000,6.7540000,14225712
20181228,000000,6.8100000,7.0090000,6.7810000,6.9670000,9307414
20190102,000000,7.0700000,7.1850000,6.8360000,7.1480000,14003389
20190103,000000,7.0690000,7.2890000,7.0260000,7.1180000,10429882
20190104,000000,7.2000000,7.4500000,7.1700000,7.4100000,11806909
20190107,000000,7.5070000,7.5930000,7.4050000,7.5460000,9682758
20190108,000000,7.5960000,7.7990000,7.5710000,7.6380000,12527714
20190109,000000,7.6600000,7.6980000,7.3600000,7.4440000,13153501
20190110,000000,7.2800000,7.4850000,7.1500000,7.4600000,10572634
20190111,000000,7.4840000,7.5740000,7.3210000,7.4500000,11222126
20190114,000000,7.3850000,7.5120000,7.3130000,7.4640000,9991417
20190115,000000,7.5660000,7.7100000,7.3400000,7.4760000,12754899
20190116,000000,7.5380000,8.1450000,7.5380000,8.1050000,16900004
20190117,000000,7.9350000,8.0840000,7.7420000,7.7980000,18298601
20190118,000000,7.8970000,8.0430000,7.8810000,7.9870000,16334123
20190121,000000,7.9540000,8.0260000,7.8860000,7.9820000,6134955
20190122,000000,7.8300000,7.8910000,7.6740000,7.8710000,9684452
20190123,000000,7.7450000,8.0430000,7.7100000,7.9750000,10207791
20190124,000000,7.9500000,8.0470000,7.6130000,7.7970000,13379574
20190125,000000,7.9100000,8.1480000,7.8560000,8.1280000,12152680
20190128,000000,8.1680000,8.3200000,8.0440000,8.0790000,9691348
20190129,000000,8.0910000,8.1910000,8.0140000,8.1330000,7433069
20190130,000000,8.0900000,8.1200000,7.9560000,8.0470000,7912203
20190131,000000,8.1020000,8.2090000,7.6390000,7.7460000,20578261
20190201,000000,7.8000000,7.8380000,7.4100000,7.7150000,19324925
20190204,000000,7.7220000,7.8610000,7.5450000,7.6350000,10302533
20190205,000000,7.6200000,7.8150000,7.5880000,7.7860000,8236634
20190206,000000,7.7600000,7.9080000,7.6300000,7.9000000,8815026
20190207,000000,7.8700000,7.9470000,7.3360000,7.3900000,16788179
20190208,000000,7.3500000,7.3750000,7.0970000,7.2070000,13973319
20190211,000000,7.2520000,7.4380000,7.2020000,7.3850000,8646205
20190212,000000,7.4640000,7.5730000,7.4510000,7.5290000,7641070
20190213,000000,7.5270000,7.6380000,7.4440000,7.5800000,7268910
20190214,000000,7.6200000,7.6600000,7.3300000,7.3910000,9268530
20190215,000000,7.3200000,7.7960000,7.2780000,7.7530000,12883648
20190218,000000,7.6990000,7.7990000,7.6740000,7.7470000,5236294
20190219,000000,7.7760000,7.7820000,7.4100000,7.5710000,8535452
20190220,000000,7.6000000,7.6830000,7.5440000,7.6770000,6300262
20190221,000000,7.6930000,7.7530000,7.5700000,7.6720000,8061052
20190222,000000,7.6170000,7.7820000,7.6100000,7.6300000,7654678
20190225,000000,7.6800000,7.8160000,7.6740000,7.7420000,7060758
20190226,000000,7.6810000,7.8920000,7.5710000,7.8430000,8280036
20190227,000000,7.7750000,7.9910000,7.7340000,7.9720000,13355815
20190228,000000,7.9260000,8.2400000,7.8530000,8.1760000,13441792
20190301,000000,8.2300000,8.2970000,8.1700000,8.1710000,9874768
20190304,000000,8.2380000,8.2800000,8.1240000,8.1350000,5578148
20190305,000000,8.0510000,8.2110000,7.9700000,8.0590000,8559878
20190306,000000,8.0380000,8.2490000,8.0100000,8.1690000,8546290
20190307,000000,8.1140000,8.1900000,7.6830000,7.7490000,17062174
20190308,000000,7.7000000,7.7460000,7.5970000,7.6960000,11369129
20190311,000000,7.7100000,8.1310000,7.6500000,8.0400000,14849430
20190312,000000,8.1500000,8.2050000,7.7980000,7.8810000,12462452
20190313,000000,7.8460000,7.9940000,7.8150000,7.9570000,5629482
20190314,000000,7.9900000,8.0300000,7.8590000,7.8890000,7252387
20190315,000000,7.9270000,7.9300000,7.7540000,7.8100000,12866694
20190318,000000,8.0000000,8.2330000,8.0000000,8.1750000,20794320
20190319,000000,8.0400000,8.0730000,7.8300000,8.0080000,11406036
20190320,000000,7.9500000,8.0030000,7.7500000,7.7890000,11214231
20190321,000000,7.6500000,7.6510000,7.4060000,7.4290000,15246713
20190322,000000,7.5760000,7.6780000,7.2550000,7.2800000,15150490
20190325,000000,7.2500000,7.3500000,7.1340000,7.2330000,10163495
20190326,000000,7.2200000,7.3630000,7.1210000,7.3080000,10027925
20190327,000000,7.3300000,7.6830000,7.2730000,7.5160000,14967645
20190328,000000,7.4560000,7.5000000,7.1660000,7.2570000,14548413
