<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20171024,000000,56.0000000,56.0000000,55.0000000,55.8000000,100
20171025,000000,57.1000000,57.1000000,55.5000000,56.4000000,100
20171026,000000,55.3000000,56.8000000,55.3000000,56.7000000,40
20171027,000000,56.0000000,57.9000000,56.0000000,57.9000000,140
20171030,000000,57.1000000,57.1000000,53.7000000,56.6000000,1250
20171031,000000,57.2000000,57.5000000,55.7000000,57.2000000,710
20171101,000000,57.0000000,57.5000000,57.0000000,57.5000000,3220
20171102,000000,57.5000000,57.5000000,57.1000000,57.1000000,90
20171103,000000,57.8000000,59.0000000,57.8000000,58.2000000,640
20171107,000000,58.3000000,58.9000000,57.5000000,58.9000000,160
20171108,000000,58.0000000,60.3000000,57.8000000,58.4000000,1790
20171109,000000,59.7000000,59.7000000,58.3000000,58.3000000,520
20171110,000000,58.3000000,58.5000000,57.0000000,58.5000000,320
20171113,000000,58.6000000,59.6000000,57.7000000,58.7000000,130
20171114,000000,57.5000000,58.1000000,56.2000000,57.2000000,390
20171115,000000,57.2000000,57.4000000,56.9000000,57.4000000,30
20171116,000000,56.3000000,56.9000000,53.7000000,54.8000000,1030
20171117,000000,54.8000000,54.8000000,53.5000000,54.4000000,120
20171120,000000,54.1000000,54.4000000,54.1000000,54.4000000,150
20171121,000000,54.2000000,54.6000000,54.2000000,54.2000000,100
20171122,000000,54.0000000,54.0000000,52.8000000,53.8000000,1250
20171123,000000,52.9000000,53.7000000,52.2000000,52.2000000,1520
20171124,000000,52.4000000,53.6000000,52.3000000,53.5000000,120
20171127,000000,53.4000000,53.6000000,52.1000000,52.7000000,240
20171128,000000,53.1000000,53.2000000,53.1000000,53.2000000,60
20171129,000000,53.3000000,53.6000000,53.1000000,53.6000000,70
20171130,000000,53.6000000,53.8000000,53.6000000,53.6000000,180
20171201,000000,53.1000000,53.1000000,53.1000000,53.1000000,20
20171204,000000,54.3000000,54.3000000,51.6000000,53.0000000,420
20171205,000000,52.1000000,53.2000000,51.6000000,52.4000000,390
20171206,000000,51.7000000,52.5000000,51.2000000,51.2000000,180
20171207,000000,51.5000000,52.9000000,51.5000000,52.9000000,1170
20171208,000000,51.7000000,52.7000000,51.7000000,52.7000000,40
20171211,000000,52.8000000,52.8000000,52.8000000,52.8000000,10
20171212,000000,52.1000000,52.9000000,52.1000000,52.9000000,30
20171213,000000,52.0000000,52.3000000,51.3000000,51.6000000,150
20171214,000000,52.4000000,52.9000000,52.4000000,52.9000000,180
20171215,000000,52.2000000,56.0000000,52.2000000,54.7000000,780
20171218,000000,54.0000000,54.0000000,53.2000000,53.2000000,50
20171219,000000,54.9000000,57.0000000,54.9000000,56.9000000,1570
20171220,000000,56.1000000,56.8000000,55.8000000,56.0000000,460
20171221,000000,56.7000000,56.7000000,56.0000000,56.0000000,40
20171222,000000,57.1000000,57.1000000,56.1000000,56.1000000,70
20171225,000000,55.0000000,55.0000000,54.4000000,55.0000000,260
20171226,000000,54.0000000,54.9000000,53.9000000,54.8000000,630
20171227,000000,54.1000000,54.6000000,53.6000000,54.6000000,170
20180103,000000,53.7000000,53.7000000,53.7000000,53.7000000,10
20180104,000000,54.5000000,54.5000000,54.5000000,54.5000000,30
20180109,000000,55.8000000,56.9000000,55.7000000,56.0000000,120
20180110,000000,56.0000000,57.9000000,56.0000000,56.0000000,1120
20180111,000000,55.9000000,56.9000000,55.9000000,56.9000000,210
20180112,000000,57.0000000,57.3000000,56.8000000,57.0000000,80
20180115,000000,57.1000000,57.9000000,57.1000000,57.1000000,150
20180116,000000,56.9000000,58.9000000,56.9000000,58.9000000,2000
20180117,000000,57.4000000,60.0000000,57.4000000,58.5000000,1540
20180118,000000,60.0000000,61.0000000,59.0000000,60.0000000,1870
20180119,000000,61.0000000,61.7000000,58.1000000,59.5000000,580
20180122,000000,58.4000000,58.9000000,58.2000000,58.9000000,330
20180123,000000,59.1000000,59.9000000,59.0000000,59.9000000,270
20180124,000000,58.5000000,58.5000000,57.5000000,57.6000000,710
20180125,000000,57.6000000,59.7000000,57.6000000,59.7000000,1340
20180126,000000,60.0000000,60.1000000,60.0000000,60.0000000,2720
20180129,000000,59.4000000,59.9000000,59.3000000,59.3000000,120
20180130,000000,59.0000000,59.0000000,58.0000000,58.9000000,50
20180131,000000,58.4000000,58.5000000,58.2000000,58.5000000,520
20180201,000000,58.1000000,58.4000000,53.4000000,56.7000000,1480
20180202,000000,57.1000000,57.1000000,57.0000000,57.0000000,70
20180205,000000,56.5000000,56.5000000,56.5000000,56.5000000,250
20180206,000000,56.7000000,56.7000000,56.2000000,56.3000000,450
20180207,000000,57.2000000,57.2000000,57.2000000,57.2000000,10
20180208,000000,58.0000000,58.0000000,58.0000000,58.0000000,30
20180209,000000,57.0000000,57.0000000,56.4000000,56.6000000,200
20180212,000000,56.6000000,56.7000000,55.9000000,56.6000000,210
20180213,000000,58.0000000,58.0000000,57.2000000,57.2000000,540
20180214,000000,56.7000000,56.8000000,56.0000000,56.7000000,160
20180215,000000,56.6000000,57.0000000,56.6000000,57.0000000,3070
20180216,000000,57.0000000,57.0000000,55.6000000,56.2000000,340
20180219,000000,56.9000000,58.2000000,55.6000000,56.5000000,150
20180220,000000,55.8000000,56.0000000,54.0000000,55.9000000,450
20180221,000000,55.6000000,55.7000000,55.0000000,55.7000000,280
20180222,000000,56.0000000,57.7000000,55.1000000,57.7000000,1570
20180226,000000,56.3000000,57.8000000,56.2000000,57.8000000,60
20180228,000000,56.7000000,56.7000000,56.0000000,56.7000000,500
20180301,000000,55.5000000,56.8000000,55.5000000,56.8000000,20
20180302,000000,55.1000000,58.0000000,55.1000000,57.6000000,1170
20180305,000000,57.0000000,58.0000000,57.0000000,57.1000000,1210
20180306,000000,57.1000000,57.1000000,57.1000000,57.1000000,10
20180307,000000,57.0000000,57.1000000,56.3000000,57.1000000,280
20180309,000000,58.2000000,58.2000000,57.9000000,57.9000000,50
20180312,000000,57.9000000,58.9000000,57.9000000,58.3000000,790
20180314,000000,57.1000000,57.1000000,57.1000000,57.1000000,50
20180315,000000,57.1000000,60.8000000,56.9000000,57.9000000,1780
20180316,000000,56.9000000,57.0000000,56.0000000,57.0000000,300
20180319,000000,56.1000000,56.4000000,53.8000000,55.5000000,550
20180320,000000,55.6000000,56.8000000,55.1000000,55.9000000,910
20180321,000000,55.4000000,56.0000000,55.3000000,56.0000000,210
20180322,000000,54.4000000,61.3000000,54.4000000,58.0000000,1320
20180323,000000,57.1000000,57.9000000,57.0000000,57.9000000,140
20180326,000000,55.1000000,57.9000000,54.7000000,56.1000000,290
20180327,000000,55.8000000,55.8000000,55.2000000,55.2000000,250
20180328,000000,55.3000000,57.0000000,55.2000000,56.5000000,930
20180329,000000,57.0000000,60.0000000,56.5000000,56.5000000,2940
20180330,000000,58.0000000,58.0000000,58.0000000,58.0000000,10
20180402,000000,59.2000000,60.5000000,58.0000000,58.0000000,1520
20180403,000000,59.4000000,59.5000000,59.4000000,59.5000000,310
20180405,000000,58.7000000,60.3000000,58.1000000,59.0000000,350
20180406,000000,59.1000000,59.1000000,59.1000000,59.1000000,20
20180409,000000,59.9000000,59.9000000,56.3000000,56.9000000,320
20180410,000000,56.5000000,60.0000000,55.3000000,59.0000000,270
20180411,000000,56.0000000,56.0000000,56.0000000,56.0000000,120
20180412,000000,57.9000000,57.9000000,57.0000000,57.0000000,40
20180413,000000,57.0000000,57.5000000,57.0000000,57.5000000,140
20180416,000000,57.0000000,57.0000000,57.0000000,57.0000000,10
20180418,000000,56.3000000,57.3000000,56.3000000,57.3000000,40
20180419,000000,57.1000000,57.9000000,57.1000000,57.8000000,530
20180420,000000,58.0000000,58.0000000,58.0000000,58.0000000,20
20180423,000000,58.8000000,61.8000000,58.4000000,60.1000000,1610
20180424,000000,61.6000000,62.0000000,59.2000000,60.5000000,1490
20180425,000000,60.2000000,60.2000000,59.6000000,59.6000000,50
20180426,000000,60.6000000,60.6000000,58.0000000,58.0000000,670
20180427,000000,58.9000000,59.0000000,57.0000000,58.5000000,1020
20180428,000000,57.3000000,58.4000000,57.3000000,58.4000000,530
20180430,000000,59.0000000,59.0000000,59.0000000,59.0000000,10
20180502,000000,58.2000000,59.9000000,58.2000000,59.4000000,250
20180503,000000,59.0000000,59.0000000,59.0000000,59.0000000,10
20180507,000000,58.8000000,60.5000000,58.8000000,60.0000000,510
20180510,000000,59.0000000,59.0000000,59.0000000,59.0000000,10
20180511,000000,59.2000000,59.2000000,59.0000000,59.0000000,30
20180514,000000,59.8000000,60.0000000,59.8000000,60.0000000,170
20180515,000000,59.2000000,59.2000000,59.0000000,59.0000000,20
20180516,000000,58.0000000,62.0000000,57.0000000,60.5000000,1000
20180517,000000,59.0000000,59.0000000,59.0000000,59.0000000,20
20180518,000000,59.8000000,59.8000000,59.8000000,59.8000000,10
20180522,000000,58.1000000,58.1000000,58.1000000,58.1000000,120
20180523,000000,59.1000000,70.4000000,57.1000000,60.0000000,5060
20180524,000000,58.8000000,59.9000000,58.8000000,59.9000000,340
20180528,000000,58.1000000,59.4000000,57.0000000,59.4000000,760
20180529,000000,57.1000000,58.0000000,57.1000000,57.2000000,750
20180530,000000,57.5000000,58.0000000,57.5000000,58.0000000,40
20180531,000000,57.3000000,58.0000000,57.3000000,58.0000000,40
20180601,000000,57.3000000,57.3000000,57.3000000,57.3000000,50
20180604,000000,58.1000000,58.1000000,57.4000000,57.4000000,170
20180606,000000,57.5000000,59.7000000,57.5000000,59.7000000,1330
20180607,000000,57.6000000,60.9000000,57.6000000,59.9000000,160
20180608,000000,60.0000000,60.6000000,59.9000000,59.9000000,810
20180609,000000,59.1000000,59.1000000,59.1000000,59.1000000,20
20180611,000000,57.3000000,58.0000000,57.3000000,57.5000000,30
20180613,000000,59.0000000,59.0000000,58.0000000,58.9000000,70
20180614,000000,59.4000000,59.4000000,59.4000000,59.4000000,10
20180619,000000,58.0000000,58.0000000,57.4000000,57.4000000,20
20180620,000000,57.5000000,58.0000000,57.5000000,58.0000000,180
20180621,000000,58.0000000,58.0000000,58.0000000,58.0000000,10
20180622,000000,58.0000000,58.0000000,58.0000000,58.0000000,20
20180625,000000,57.2000000,57.3000000,57.2000000,57.3000000,100
20180626,000000,57.3000000,57.3000000,57.1000000,57.1000000,220
20180627,000000,57.1000000,58.2000000,57.1000000,58.2000000,80
20180628,000000,57.1000000,57.1000000,56.5000000,57.0000000,330
20180629,000000,57.0000000,57.0000000,56.5000000,56.5000000,180
20180702,000000,56.5000000,57.0000000,56.1000000,57.0000000,110
20180703,000000,57.0000000,57.0000000,57.0000000,57.0000000,50
20180704,000000,56.0000000,56.0000000,56.0000000,56.0000000,80
20180706,000000,56.0000000,56.0000000,56.0000000,56.0000000,70
20180709,000000,57.4000000,57.4000000,57.4000000,57.4000000,20
20180710,000000,57.4000000,57.4000000,55.2000000,55.2000000,870
20180711,000000,55.4000000,55.4000000,55.4000000,55.4000000,10
20180712,000000,55.3000000,56.0000000,54.3000000,56.0000000,220
20180717,000000,57.0000000,57.0000000,57.0000000,57.0000000,10
20180718,000000,57.0000000,57.0000000,57.0000000,57.0000000,10
20180719,000000,55.5000000,56.0000000,55.0000000,56.0000000,230
20180720,000000,57.0000000,58.0000000,54.4000000,56.0000000,420
20180723,000000,56.0000000,56.0000000,56.0000000,56.0000000,50
20180724,000000,55.0000000,56.0000000,55.0000000,56.0000000,220
20180725,000000,56.0000000,56.0000000,55.0000000,56.0000000,70
20180726,000000,56.0000000,57.0000000,56.0000000,57.0000000,270
20180727,000000,57.0000000,57.0000000,57.0000000,57.0000000,150
20180730,000000,57.5000000,59.8000000,57.5000000,59.8000000,100
20180801,000000,57.0000000,57.2000000,57.0000000,57.0000000,670
20180802,000000,57.0000000,57.0000000,56.0000000,56.0000000,60
20180807,000000,55.4000000,58.0000000,55.4000000,56.0000000,190
20180808,000000,57.0000000,57.0000000,56.0000000,56.0000000,40
20180814,000000,57.0000000,57.0000000,55.0000000,56.8000000,120
20180815,000000,55.2000000,56.0000000,55.0000000,55.0000000,140
20180816,000000,54.4000000,54.4000000,54.4000000,54.4000000,10
20180817,000000,54.2000000,54.2000000,54.2000000,54.2000000,30
20180820,000000,54.2000000,55.4000000,54.2000000,55.4000000,80
20180821,000000,55.4000000,57.0000000,54.0000000,56.8000000,260
20180823,000000,56.0000000,56.0000000,56.0000000,56.0000000,10
20180824,000000,54.0000000,54.0000000,53.2000000,53.2000000,50
20180827,000000,53.2000000,55.0000000,53.2000000,55.0000000,40
20180828,000000,56.0000000,56.0000000,56.0000000,56.0000000,30
20180830,000000,55.2000000,58.0000000,51.8000000,54.0000000,1540
20180831,000000,54.8000000,54.8000000,54.8000000,54.8000000,10
20180903,000000,53.0000000,54.0000000,53.0000000,53.8000000,190
20180904,000000,54.0000000,54.0000000,54.0000000,54.0000000,10
20180905,000000,54.8000000,55.0000000,54.0000000,54.0000000,200
20180907,000000,53.8000000,53.8000000,53.8000000,53.8000000,10
20180910,000000,53.0000000,53.4000000,52.8000000,53.4000000,210
20180911,000000,52.4000000,53.8000000,52.4000000,53.8000000,80
20180912,000000,55.0000000,55.0000000,55.0000000,55.0000000,20
20180913,000000,53.0000000,54.0000000,51.6000000,53.0000000,280
20180914,000000,52.4000000,52.4000000,52.0000000,52.0000000,100
20180917,000000,53.0000000,55.0000000,52.0000000,54.2000000,240
20180918,000000,54.2000000,55.0000000,54.2000000,55.0000000,1050
20180919,000000,52.2000000,56.4000000,52.2000000,56.4000000,30
20180920,000000,57.4000000,62.0000000,56.0000000,57.6000000,680
20180921,000000,58.8000000,60.2000000,58.8000000,60.0000000,100
20180924,000000,61.8000000,63.8000000,59.0000000,59.0000000,140
20180925,000000,60.0000000,61.0000000,58.0000000,58.0000000,110
20180926,000000,57.2000000,58.0000000,57.2000000,58.0000000,20
20180927,000000,55.8000000,55.8000000,55.8000000,55.8000000,490
20180928,000000,58.2000000,60.0000000,58.0000000,58.2000000,870
20181001,000000,58.2000000,58.2000000,58.0000000,58.0000000,90
20181002,000000,58.0000000,58.0000000,58.0000000,58.0000000,450
20181003,000000,60.0000000,60.6000000,60.0000000,60.0000000,1350
20181004,000000,61.8000000,61.8000000,58.4000000,59.0000000,360
20181005,000000,60.4000000,61.0000000,59.0000000,60.0000000,400
20181008,000000,60.8000000,60.8000000,58.4000000,60.0000000,120
20181009,000000,60.6000000,61.4000000,60.6000000,61.0000000,200
20181010,000000,60.0000000,60.6000000,59.8000000,59.8000000,50
20181011,000000,58.4000000,59.8000000,58.2000000,59.8000000,70
20181012,000000,58.2000000,58.2000000,58.2000000,58.2000000,220
20181015,000000,59.2000000,59.2000000,58.0000000,58.0000000,240
20181016,000000,59.8000000,60.0000000,54.4000000,59.0000000,870
20181017,000000,59.4000000,59.4000000,58.4000000,58.4000000,110
20181018,000000,59.6000000,59.8000000,59.0000000,59.0000000,220
20181019,000000,59.0000000,60.0000000,58.2000000,60.0000000,500
20181022,000000,59.2000000,61.6000000,58.8000000,60.4000000,760
20181023,000000,60.4000000,60.4000000,60.4000000,60.4000000,10
20181024,000000,60.6000000,60.6000000,60.0000000,60.0000000,30
20181025,000000,60.6000000,60.8000000,60.6000000,60.8000000,120
20181026,000000,61.4000000,61.6000000,61.4000000,61.6000000,70
20181029,000000,61.0000000,62.8000000,60.0000000,61.0000000,240
20181030,000000,62.0000000,62.8000000,60.6000000,61.8000000,270
20181031,000000,62.4000000,62.8000000,61.4000000,62.6000000,80
20181101,000000,62.6000000,62.6000000,61.8000000,61.8000000,30
20181102,000000,61.8000000,61.8000000,61.8000000,61.8000000,10
20181106,000000,61.4000000,63.0000000,61.4000000,62.4000000,540
20181107,000000,62.4000000,62.4000000,60.8000000,60.8000000,230
20181108,000000,56.8000000,61.0000000,56.8000000,60.6000000,340
20181109,000000,61.4000000,61.4000000,61.2000000,61.2000000,110
20181112,000000,61.4000000,61.4000000,61.4000000,61.4000000,50
20181113,000000,62.6000000,62.6000000,62.6000000,62.6000000,20
20181114,000000,62.4000000,63.0000000,62.0000000,62.0000000,110
20181115,000000,63.0000000,63.0000000,63.0000000,63.0000000,10
20181116,000000,62.4000000,62.8000000,62.4000000,62.8000000,460
20181119,000000,61.2000000,63.0000000,61.0000000,63.0000000,120
20181120,000000,63.0000000,63.0000000,63.0000000,63.0000000,820
20181121,000000,61.2000000,61.6000000,61.2000000,61.6000000,20
20181122,000000,63.2000000,63.2000000,60.6000000,60.6000000,90
20181123,000000,63.0000000,63.0000000,63.0000000,63.0000000,40
20181126,000000,62.0000000,62.0000000,61.0000000,61.0000000,150
20181127,000000,63.2000000,63.2000000,63.2000000,63.2000000,20
20181128,000000,62.0000000,62.0000000,60.6000000,61.8000000,50
20181129,000000,61.6000000,61.8000000,61.6000000,61.8000000,40
20181130,000000,60.2000000,61.6000000,57.0000000,61.6000000,1020
20181203,000000,60.4000000,61.6000000,60.4000000,60.6000000,170
20181205,000000,61.6000000,61.8000000,61.6000000,61.8000000,640
20181210,000000,59.2000000,61.8000000,59.2000000,61.8000000,40
20181211,000000,59.2000000,60.4000000,58.8000000,58.8000000,380
20181213,000000,61.0000000,61.8000000,61.0000000,61.8000000,200
20181214,000000,62.0000000,63.0000000,59.0000000,59.0000000,380
20181217,000000,61.0000000,64.0000000,61.0000000,63.0000000,240
20181218,000000,61.0000000,62.0000000,59.0000000,62.0000000,2560
20181219,000000,60.2000000,62.2000000,60.2000000,62.2000000,150
20181220,000000,61.0000000,61.0000000,58.2000000,60.6000000,550
20181221,000000,59.2000000,59.2000000,58.4000000,58.4000000,150
20181224,000000,59.6000000,60.0000000,59.6000000,59.8000000,130
20181225,000000,59.6000000,60.0000000,59.6000000,60.0000000,270
20181226,000000,58.8000000,58.8000000,58.6000000,58.6000000,20
20181227,000000,59.0000000,59.0000000,59.0000000,59.0000000,10
20181228,000000,58.4000000,59.2000000,58.2000000,59.2000000,920
20190108,000000,58.4000000,58.6000000,58.4000000,58.6000000,80
20190109,000000,59.8000000,61.4000000,59.8000000,61.4000000,140
20190110,000000,61.4000000,61.4000000,60.0000000,60.0000000,230
20190111,000000,60.8000000,60.8000000,60.4000000,60.8000000,100
20190114,000000,57.0000000,60.0000000,56.2000000,59.8000000,1440
20190115,000000,60.0000000,60.6000000,60.0000000,60.6000000,310
20190116,000000,60.8000000,60.8000000,59.4000000,60.8000000,80
20190118,000000,60.0000000,60.4000000,60.0000000,60.4000000,2530
20190121,000000,60.6000000,60.6000000,60.6000000,60.6000000,250
20190122,000000,60.6000000,60.6000000,59.0000000,60.0000000,690
20190123,000000,59.0000000,60.0000000,57.6000000,59.6000000,7520
20190124,000000,60.0000000,60.0000000,57.0000000,58.0000000,2300
20190125,000000,58.6000000,59.0000000,54.6000000,56.0000000,21640
20190128,000000,55.0000000,55.2000000,53.0000000,54.2000000,123090
20190129,000000,55.0000000,60.0000000,54.6000000,59.0000000,128250
20190130,000000,58.6000000,59.2000000,58.2000000,59.0000000,40850
20190131,000000,58.8000000,59.0000000,58.6000000,58.6000000,21410
20190201,000000,58.6000000,59.0000000,58.6000000,59.0000000,340
20190204,000000,59.0000000,59.4000000,58.6000000,59.0000000,120
20190205,000000,58.2000000,59.6000000,58.2000000,58.4000000,1780
20190206,000000,60.0000000,60.0000000,59.2000000,59.4000000,2700
20190207,000000,59.4000000,59.6000000,59.4000000,59.4000000,1010
20190208,000000,59.4000000,59.8000000,59.4000000,59.8000000,1100
20190211,000000,59.8000000,59.8000000,59.4000000,59.4000000,40
20190212,000000,59.6000000,59.8000000,59.6000000,59.8000000,11490
20190213,000000,60.0000000,60.0000000,59.6000000,59.6000000,220
20190214,000000,59.6000000,60.0000000,59.6000000,59.6000000,520
20190215,000000,60.0000000,60.0000000,59.6000000,59.8000000,20580
20190218,000000,59.8000000,60.0000000,59.8000000,60.0000000,250
20190219,000000,60.0000000,61.0000000,60.0000000,60.0000000,580
20190220,000000,60.0000000,60.0000000,60.0000000,60.0000000,210
20190221,000000,60.2000000,60.2000000,58.2000000,60.0000000,270
20190222,000000,60.0000000,60.0000000,58.6000000,59.8000000,230
20190225,000000,58.2000000,58.8000000,57.8000000,58.6000000,4560
20190226,000000,57.6000000,58.4000000,57.6000000,58.4000000,430
20190227,000000,58.0000000,58.4000000,57.4000000,57.4000000,830
20190228,000000,58.0000000,58.0000000,56.4000000,57.2000000,190
20190301,000000,56.4000000,56.4000000,56.0000000,56.0000000,1160
20190304,000000,55.8000000,56.0000000,55.2000000,55.8000000,1000
20190305,000000,58.4000000,58.4000000,55.4000000,56.4000000,190
20190306,000000,57.6000000,57.6000000,56.2000000,56.2000000,290
20190307,000000,56.0000000,56.2000000,55.6000000,55.6000000,470
20190311,000000,55.8000000,56.0000000,55.8000000,56.0000000,160
20190312,000000,56.2000000,56.6000000,55.8000000,55.8000000,230
20190313,000000,58.6000000,59.8000000,57.0000000,58.0000000,770
20190314,000000,57.0000000,58.0000000,56.0000000,56.0000000,1210
20190315,000000,56.6000000,57.0000000,55.6000000,57.0000000,230
20190318,000000,57.0000000,57.8000000,55.6000000,57.8000000,480
20190319,000000,57.8000000,58.8000000,56.2000000,57.8000000,760
20190320,000000,57.8000000,57.8000000,56.8000000,57.6000000,700
20190321,000000,57.4000000,57.6000000,56.8000000,57.4000000,360
20190322,000000,57.8000000,58.2000000,57.6000000,57.6000000,730
20190325,000000,57.0000000,57.0000000,57.0000000,57.0000000,120
20190326,000000,57.0000000,57.0000000,57.0000000,57.0000000,10
20190327,000000,57.8000000,57.8000000,56.8000000,57.4000000,470
20190328,000000,58.4000000,58.4000000,56.6000000,57.0000000,130
20190329,000000,58.0000000,58.0000000,57.6000000,57.6000000,260
20190401,000000,57.6000000,58.0000000,57.4000000,57.4000000,130
20190402,000000,57.4000000,57.8000000,57.4000000,57.6000000,230
20190403,000000,57.4000000,57.4000000,57.4000000,57.4000000,60
20190405,000000,56.6000000,57.8000000,56.6000000,57.4000000,350
20190408,000000,57.2000000,57.2000000,56.4000000,56.6000000,370
20190409,000000,56.6000000,56.6000000,56.4000000,56.4000000,750
20190410,000000,56.0000000,57.0000000,54.0000000,57.0000000,1580
20190411,000000,57.2000000,58.0000000,57.0000000,57.8000000,390
20190415,000000,57.0000000,58.0000000,54.8000000,56.4000000,13750
20190416,000000,57.2000000,57.2000000,56.2000000,56.2000000,710
20190417,000000,56.0000000,56.4000000,56.0000000,56.4000000,170
20190418,000000,56.4000000,56.4000000,56.0000000,56.0000000,4930
20190419,000000,56.0000000,56.8000000,55.0000000,56.8000000,330
20190422,000000,56.2000000,57.0000000,55.2000000,56.2000000,680
20190423,000000,56.2000000,56.4000000,55.6000000,56.0000000,190
20190424,000000,56.2000000,56.4000000,56.2000000,56.4000000,50
20190425,000000,56.2000000,56.6000000,56.0000000,56.0000000,210
20190426,000000,55.8000000,57.0000000,55.2000000,56.0000000,330
20190429,000000,56.8000000,57.0000000,56.0000000,56.4000000,320
20190430,000000,57.2000000,57.2000000,55.0000000,56.4000000,320
20190502,000000,55.4000000,55.4000000,55.4000000,55.4000000,10
20190503,000000,56.0000000,59.0000000,56.0000000,56.0000000,860
20190506,000000,56.0000000,56.4000000,56.0000000,56.4000000,450
20190507,000000,57.0000000,57.0000000,56.0000000,56.4000000,140
20190508,000000,55.8000000,56.2000000,55.2000000,56.2000000,60
20190510,000000,56.4000000,56.4000000,55.6000000,55.6000000,40
20190513,000000,55.4000000,55.4000000,55.4000000,55.4000000,20
20190514,000000,55.6000000,55.6000000,54.8000000,54.8000000,420
20190515,000000,55.2000000,57.0000000,55.2000000,55.6000000,90
20190516,000000,55.4000000,55.6000000,54.0000000,55.2000000,580
20190517,000000,55.0000000,55.4000000,55.0000000,55.0000000,110
20190520,000000,54.0000000,56.0000000,54.0000000,55.6000000,190
20190521,000000,55.0000000,56.0000000,54.6000000,55.0000000,150
20190522,000000,56.0000000,56.0000000,55.6000000,55.6000000,70
20190523,000000,56.0000000,56.0000000,55.2000000,56.0000000,160
20190527,000000,55.8000000,55.8000000,55.4000000,55.4000000,20
20190528,000000,55.4000000,55.4000000,55.0000000,55.0000000,280
20190529,000000,54.8000000,55.6000000,54.6000000,55.6000000,180
20190530,000000,55.6000000,56.0000000,55.0000000,56.0000000,70
20190531,000000,55.8000000,56.2000000,55.2000000,56.2000000,400
20190603,000000,56.8000000,56.8000000,55.8000000,55.8000000,100
20190604,000000,56.8000000,57.8000000,56.8000000,57.8000000,120
20190605,000000,56.2000000,56.6000000,56.0000000,56.6000000,50
20190606,000000,57.0000000,58.0000000,57.0000000,57.0000000,40
20190607,000000,56.0000000,56.4000000,56.0000000,56.0000000,1100
20190610,000000,57.0000000,57.0000000,57.0000000,57.0000000,20
20190611,000000,57.8000000,57.8000000,56.2000000,56.6000000,210
20190613,000000,58.0000000,58.8000000,56.6000000,57.0000000,370
20190614,000000,57.0000000,57.4000000,56.4000000,57.4000000,300
20190617,000000,57.2000000,57.2000000,56.2000000,57.2000000,280
20190618,000000,57.8000000,58.2000000,57.0000000,57.0000000,360
20190619,000000,58.0000000,58.0000000,56.8000000,56.8000000,460
20190620,000000,57.6000000,58.0000000,56.8000000,57.6000000,600
20190621,000000,57.4000000,57.6000000,57.2000000,57.4000000,100
20190624,000000,56.4000000,58.0000000,56.4000000,57.0000000,420
20190625,000000,58.0000000,58.0000000,57.0000000,57.8000000,110
20190626,000000,57.0000000,58.6000000,56.6000000,57.8000000,690
20190627,000000,57.2000000,57.6000000,57.2000000,57.4000000,180
20190628,000000,58.0000000,58.0000000,57.2000000,57.4000000,450
20190701,000000,57.2000000,57.8000000,57.0000000,57.0000000,560
20190702,000000,58.2000000,58.2000000,58.0000000,58.0000000,50
20190703,000000,57.8000000,57.8000000,56.8000000,57.8000000,1990
20190704,000000,57.8000000,58.6000000,57.4000000,57.4000000,400
20190705,000000,56.2000000,61.4000000,56.0000000,59.4000000,4590
20190708,000000,59.6000000,60.6000000,59.0000000,59.8000000,890
20190709,000000,59.2000000,60.0000000,59.2000000,60.0000000,390
20190710,000000,59.0000000,60.0000000,58.6000000,60.0000000,70
20190711,000000,59.8000000,59.8000000,58.6000000,58.6000000,100
20190712,000000,59.6000000,60.0000000,59.2000000,60.0000000,230
20190715,000000,58.8000000,61.0000000,58.8000000,59.6000000,3120
20190716,000000,60.6000000,61.0000000,59.6000000,59.6000000,510
20190717,000000,60.0000000,60.2000000,59.0000000,60.2000000,160
20190718,000000,58.8000000,60.0000000,58.4000000,60.0000000,2750
20190719,000000,60.0000000,62.0000000,58.8000000,61.8000000,4440
20190722,000000,60.8000000,61.6000000,57.8000000,60.0000000,4650
20190724,000000,60.0000000,60.8000000,60.0000000,60.8000000,280
20190725,000000,60.4000000,60.4000000,59.2000000,60.0000000,250
20190726,000000,60.0000000,60.0000000,59.4000000,59.4000000,40
20190729,000000,60.0000000,60.6000000,59.6000000,60.4000000,230
20190730,000000,59.2000000,61.6000000,59.2000000,61.2000000,300
20190731,000000,60.2000000,60.6000000,59.0000000,60.6000000,340
20190801,000000,59.4000000,60.6000000,59.4000000,60.6000000,30
20190802,000000,59.2000000,60.4000000,59.0000000,59.0000000,510
20190805,000000,58.8000000,63.0000000,58.0000000,61.0000000,3940
20190806,000000,60.6000000,61.4000000,59.6000000,59.8000000,410
20190807,000000,59.4000000,61.0000000,59.2000000,61.0000000,1420
20190808,000000,61.0000000,61.0000000,59.6000000,60.6000000,400
20190809,000000,60.0000000,60.4000000,59.2000000,59.8000000,270
20190812,000000,60.0000000,60.0000000,60.0000000,60.0000000,60
20190813,000000,59.0000000,60.0000000,58.2000000,59.8000000,260
20190814,000000,59.2000000,60.6000000,55.8000000,57.4000000,2120
20190815,000000,57.4000000,58.0000000,56.0000000,58.0000000,3350
